color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Rand
1,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,0.5858375512
0,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,0.2689509953
1,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,0.9103742349
0,7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,0.2177864374
1,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,0.6342183258
1,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,0.058699776
1,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,0.0100400376
1,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5,0.1487245369
1,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,0.6045647389
1,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,0.2577234833
0,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,0.4908783503
1,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,0.8799629454
1,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,0.4478185812
0,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,0.7948746618
1,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7,0.9666381872
1,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,0.7661867365
1,7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,0.6649134874
1,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,0.8215166216
1,5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5,0.1578122778
1,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,0.0332288872
1,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,0.6753315474
0,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,0.5965979337
1,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,0.3322428842
1,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,0.9670628859
1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,0.0822104441
1,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,0.9836854145
1,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,0.4746031505
0,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,0.614851339
0,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,0.332298818
1,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,0.3996999166
0,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,0.4508902268
1,6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4,0.9845424895
1,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,0.1426898919
1,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,0.9272599856
1,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,0.1451834431
0,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,0.5274385922
1,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,0.7418690592
1,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,0.1560892442
1,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,0.4796623776
1,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,0.7181297406
1,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,0.7360546035
1,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,5,0.7425239601
1,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6,0.5676560954
0,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,0.3871660698
1,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5,0.8727504909
1,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,0.6554089934
1,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,0.7189013739
0,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,0.7721034598
1,7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,0.5257233486
1,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6,0.0511222573
1,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,0.6212020388
1,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7,0.5908641522
1,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,0.0513868174
0,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,0.1321486318
1,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,0.3099458122
0,6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,0.5251953518
0,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,0.8213896037
1,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,0.1334136503
1,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5,0.077005171
1,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,0.9222849079
1,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,0.1130447977
1,6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,0.7368403999
1,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,0.9833166676
1,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,0.4647286888
1,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5,0.6034466892
1,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,0.9416042957
1,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,0.4036098039
1,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,0.6912851762
1,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5,0.0448638666
0,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,0.5599731053
1,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,0.820880109
1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,0.8490677779
1,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,0.9742693603
1,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,0.1201454103
1,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,0.5236478767
0,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,0.8247378899
0,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,0.5119131773
1,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,0.5185158665
1,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,0.9925501209
1,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,0.8687488728
1,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,0.0303008603
1,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,0.6939781634
1,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,0.7284108582
1,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,0.798178104
0,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,0.4186731162
1,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5,0.1043036289
0,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,0.8444861632
1,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,0.8990641444
1,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,0.8004014045
1,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,0.783854214
0,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,0.5305831851
1,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,0.7978580978
0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,0.9313433508
0,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,0.4020513983
1,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,0.3504382239
0,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,0.6868303614
1,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,0.8198136252
1,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,0.6685709616
1,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,0.0641973268
1,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5,0.3618917651
0,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5,0.8051433952
1,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,0.8309266877
0,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,0.0374450954
0,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,0.5644484251
0,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5,0.4008476671
1,7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,0.2636764126
1,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,0.4184555844
1,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,0.9166457283
1,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,0.8452387759
1,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,0.4527852559
0,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,0.6952465384
1,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5,0.9474662472
1,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,0.043974252
1,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,0.8721863462
1,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,0.7553539975
1,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,0.9867372427
1,5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6,0.5036055632
0,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,0.4709371482
0,10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,0.7906811957
1,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4,0.5161399681
0,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,0.7992022946
1,8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,0.9370691946
1,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,0.2631424703
1,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,0.8604625894
1,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,0.504009471
1,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,0.1255503253
1,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,0.6251832976
1,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,0.6314416807
1,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,0.1511703641
1,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,0.1863609825
1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,0.6588934816
0,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,0.6314789276
1,4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,7,0.8675961257
1,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,5,0.3886364212
1,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0.694858511
1,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,0.6468999684
0,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,0.923077753
1,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,0.7931071459
0,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,0.4603123786
1,6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,4,0.4729076792
1,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0.1728461785
1,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,0.7907918054
1,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,0.7987356244
1,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5,0.9649841273
1,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,0.8162817068
1,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,0.525194851
1,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,0.2247219954
0,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,0.501967171
1,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333,6,0.556478305
1,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,0.6059604569
0,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,0.2953248085
0,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6,0.2557273984
1,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,0.9912531497
1,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,0.1469688767
1,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,0.244293364
1,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,0.750493235
1,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,0.9866515526
0,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,0.4373362497
1,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,0.3828085565
0,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,0.6953127349
1,8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6,0.0867081592
1,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,0.2340226967
1,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,0.0332907191
1,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,0.0704010325
0,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,0.8442614961
1,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5,0.6742193557
1,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7,0.0101607949
1,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,0.2579043
1,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,0.735959715
0,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,0.3891922424
0,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,0.2757164792
0,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,0.6701160541
1,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,0.091947332
1,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3,0.2326677695
1,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,0.5524826194
1,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,0.7438654741
1,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,0.6860383418
1,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,0.0957267415
0,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.2333333333,6,0.8045902334
1,6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,0.2304581001
1,6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,0.1086223007
0,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,0.4333266173
1,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,0.4316486714
1,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5,0.4066687396
1,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,0.4514336947
1,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,0.1689549794
1,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,0.4834483734
1,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,0.7465893654
0,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,0.65644852
0,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,0.9991173325
1,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,0.246915801
1,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,0.4769096572
1,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,0.6210337633
1,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,0.7448645942
1,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,0.8461659143
1,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,0.3230543181
1,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,0.0781933912
0,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,0.1755015308
0,7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5,0.6797597355
1,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,0.9178412345
1,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,0.0712223966
1,7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5,0.1358502188
1,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,0.9414012372
1,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,0.4335255229
1,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0.4873316602
1,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5,0.2185915692
1,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,0.9713973037
1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,0.3190129607
1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,0.4421563719
1,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,0.5144331346
1,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,0.0709926435
1,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,0.0911138291
1,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7,0.3181725102
0,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,0.2670815082
0,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,0.0057550783
1,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,0.9405605667
1,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,0.9143137275
1,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,0.2778759354
1,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,0.9005912587
0,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,0.8387700764
1,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,0.9929351623
1,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,0.5678367803
1,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,0.6578878399
1,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,0.0789593663
0,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,0.6716645802
1,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,0.1305430469
1,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,0.9115973799
0,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,0.5453395906
1,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,0.1635707971
0,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,0.8067495453
1,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,0.7730857977
1,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7,0.7523818666
1,4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,0.6366258638
0,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,0.1940107837
1,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,0.0479659671
0,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,0.608471306
0,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,0.720881542
1,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,0.6156490562
0,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,0.6015976283
0,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,0.5597770456
1,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4,0.6202295714
0,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,0.9220779401
0,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,0.0276205358
1,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,0.5434291805
1,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,0.282312474
0,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,0.1566500461
0,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,0.6704017802
1,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,0.643919176
1,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,0.1458650059
1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,0.5577338731
0,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,0.6254751573
1,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,0.1794833958
1,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,0.1125309651
0,8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,0.5648434339
1,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,0.6190924635
1,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,0.10161215
1,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,0.731918141
1,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,0.3228374459
1,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,0.5528766124
1,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,0.9615615173
0,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,0.0294473942
1,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,0.0255921714
0,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,0.0662134669
0,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,0.6573127757
0,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,0.7236662705
1,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,0.9658890956
1,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,0.1474260334
0,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,0.7312298263
1,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,0.0586838492
1,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,0.0039732279
1,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,0.8635649774
1,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,0.6793620421
